,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_in9,BILL_AMT9,PAY_AMT9,default
607,100000,2,3,1,35,1,97002,8200,0
608,20000,2,1,1,30,2,5766,2000,1
609,30000,2,2,2,34,2,99568,33000,0
610,20000,1,2,1,34,0,12857,1541,1
611,100000,2,1,2,28,2,96193,3600,1
612,30000,1,2,2,25,2,2400,0,1
613,320000,2,1,1,41,0,97797,4520,0
614,90000,1,3,2,42,2,64762,0,1
615,190000,1,2,2,40,2,145613,15000,1
616,200000,1,1,2,28,0,71989,52129,0
617,300000,2,2,2,31,-1,3345,1087,0
618,30000,2,1,2,56,-1,29033,1283,0
619,230000,2,1,1,35,0,4259,1250,0
620,310000,2,2,2,28,0,106468,8000,0
621,320000,1,1,1,40,0,247276,10000,0
622,360000,1,1,1,47,-1,1548,0,0
623,20000,2,3,1,41,-1,780,0,1
624,170000,2,2,2,27,0,162671,7500,0
625,140000,1,1,1,40,0,123049,4310,0
626,80000,1,2,2,32,0,51372,1853,0
627,150000,1,2,2,35,0,60015,20000,0
628,170000,1,2,2,27,-1,1170,0,0
629,200000,2,2,1,29,2,159398,6163,1
630,70000,1,1,2,30,0,55664,5800,0
631,50000,2,1,1,34,0,27966,1267,0
632,90000,2,2,2,34,-1,8792,0,0
633,300000,2,1,2,31,0,43610,1655,0
634,200000,2,1,1,27,-1,5780,105,0
635,10000,2,3,2,22,0,8109,2000,1
636,50000,1,1,2,26,-1,15448,1500,1
637,50000,1,2,1,38,1,58102,2500,0
638,30000,2,3,1,46,1,12289,0,0
639,20000,1,2,2,24,0,10476,1000,0
640,20000,1,2,2,49,0,16326,1441,0
641,30000,2,2,1,42,0,47912,1755,0
642,360000,2,1,1,30,1,18886,0,0
643,170000,1,2,1,42,1,0,1690,0
644,50000,2,2,1,49,0,34962,1613,0
645,160000,2,2,2,27,0,80964,4000,0
646,70000,2,2,1,33,0,69418,2382,1
647,150000,2,1,1,35,1,0,0,0
648,80000,2,2,2,48,0,45174,3000,0
649,30000,2,2,2,22,0,23892,5300,0
650,10000,1,2,2,22,0,7960,2000,1
651,180000,2,1,2,27,1,0,3338,0
652,320000,1,1,1,47,-1,9192,13942,0
653,80000,2,2,2,34,0,25935,2000,0
654,10000,1,2,1,45,0,7139,1400,1
655,360000,2,2,2,39,-1,12865,4484,0
656,330000,2,2,2,29,0,49549,90000,0
657,60000,1,1,2,29,-1,546,0,1
658,50000,2,3,2,26,0,9935,1234,0
659,200000,1,2,1,38,0,152856,6000,0
660,120000,1,1,2,34,1,1278,0,0
661,160000,2,1,1,37,-1,316,316,0
662,110000,1,2,1,57,0,46132,2306,0
663,150000,2,3,2,28,0,101593,4000,0
664,610000,2,1,2,31,0,142764,6540,0
665,110000,2,1,2,25,0,92849,4346,0
666,80000,2,2,2,25,2,17330,3000,1
667,170000,2,2,1,33,0,109863,4380,0
668,110000,2,1,2,30,-1,1064,2007,0
669,140000,2,1,1,51,0,56764,2115,0
670,70000,1,1,2,51,0,43048,3000,0
671,170000,1,3,2,38,0,21310,2000,0
672,50000,2,2,1,34,0,10821,1221,0
673,300000,2,3,1,34,0,280823,11000,1
674,150000,2,1,2,31,2,390,390,1
675,50000,2,2,2,25,8,37647,0,1
676,50000,2,2,1,26,1,0,0,0
677,90000,2,1,2,25,2,84710,4000,0
678,50000,1,2,2,26,0,48036,2100,1
679,500000,2,2,2,43,-1,43346,4006,0
680,470000,2,2,1,36,-1,873,1005,0
681,230000,1,2,2,58,0,110163,5600,0
682,140000,2,2,2,26,0,4113,2000,0
683,230000,2,2,1,30,2,9636,1222,1
684,420000,2,2,2,31,0,25103,1509,0
685,30000,2,2,2,24,0,31319,1564,0
686,50000,2,2,2,52,1,43343,1300,1
687,140000,2,2,2,24,-1,197,0,0
688,260000,2,2,1,35,-1,7967,67650,0
689,90000,2,3,2,29,-1,19450,0,0
690,240000,2,2,1,33,0,240878,10000,0
691,510000,2,1,2,35,-1,2115,1117,0
692,110000,2,2,1,35,0,81665,2460,0
693,210000,2,1,2,28,-1,11442,3738,0
694,220000,1,2,1,40,-1,158,0,0
695,360000,2,2,2,53,-1,10733,15206,0
696,260000,1,1,2,44,-1,316,316,0
697,20000,1,2,1,33,0,11026,1174,0
698,120000,2,2,1,32,0,113869,5498,0
699,50000,2,1,2,33,-1,7363,39,0
700,60000,2,1,2,26,1,29649,0,0
701,20000,1,2,2,26,-1,1438,1261,0
702,50000,2,1,1,32,2,47858,2500,1
703,50000,2,2,2,31,1,0,0,0
704,230000,1,1,2,29,0,40732,5000,0
705,50000,1,2,1,27,-1,819,2184,0
706,100000,2,1,2,28,2,79580,3790,1
707,210000,2,1,1,42,1,0,0,1
708,230000,2,2,1,32,0,87764,2630,1
709,500000,2,1,2,26,1,31421,22157,0
710,370000,2,1,2,38,-1,929,328,0
711,230000,2,1,1,35,-1,2648,200,0
712,80000,1,2,2,29,0,11894,1284,0
713,60000,2,2,2,29,-1,55064,5000,0
714,30000,2,2,2,51,1,25382,1800,0
715,70000,1,1,2,27,1,-54,600,0
716,410000,1,1,2,32,-1,5335,5400,0
717,280000,2,3,1,40,1,-288,0,0
718,50000,2,1,1,34,0,46750,2320,0
719,100000,2,2,1,30,0,97062,2800,0
720,50000,2,1,2,22,0,13801,1372,0
721,100000,2,1,2,48,2,15355,3164,0
722,210000,2,2,1,35,0,37148,2000,0
723,400000,1,1,2,37,-1,385,13032,0
724,20000,1,2,2,25,4,20610,0,1
725,50000,2,3,1,44,-1,2000,780,0
726,230000,2,1,2,28,-1,6666,6666,0
727,220000,1,2,2,29,0,31037,3050,0
728,300000,2,1,1,36,0,25239,1713,0
729,80000,2,2,2,23,1,998,6861,0
730,20000,2,3,2,36,0,16754,2400,1
731,190000,2,1,2,26,0,31061,1750,0
732,160000,2,2,0,37,0,2694,35888,0
733,700000,2,1,1,39,0,99259,5000,0
734,140000,2,1,2,24,1,0,0,0
735,300000,2,3,1,29,-1,24921,2000,0
736,120000,1,3,1,33,1,66055,3000,1
737,280000,2,2,1,39,0,213738,20300,0
738,70000,1,3,1,51,2,54968,0,1
739,20000,2,3,2,24,-1,4101,507,0
740,150000,2,2,1,45,-1,2605,2605,0
741,60000,1,1,2,30,0,15380,4147,0
742,200000,2,3,0,51,-1,780,0,0
743,50000,2,2,2,24,1,48861,2000,1
744,150000,1,2,1,50,-1,55336,5085,0
745,20000,2,1,2,22,0,20243,1410,0
746,40000,1,1,2,27,0,11058,2000,1
747,170000,2,2,2,33,1,0,7042,0
748,50000,2,2,1,24,1,27087,0,0
749,10000,1,2,2,37,0,8755,1167,0
750,200000,2,2,1,58,-1,3035,199646,0
751,50000,2,2,1,48,0,20944,2360,0
752,320000,1,1,2,28,-1,2007,2000,0
753,20000,2,3,1,24,8,24310,0,0
754,470000,2,2,1,27,0,152478,3001,1
755,230000,2,3,2,30,-1,550,0,0
756,20000,2,1,2,23,0,17246,2000,0
757,30000,2,3,2,53,-1,1598,2487,1
758,80000,2,2,2,23,2,22895,1600,0
759,110000,2,2,1,55,0,15069,1600,0
760,420000,1,2,1,34,0,88948,30000,0
761,500000,1,1,1,43,1,0,0,1
762,80000,2,2,2,22,1,79318,2000,0
763,350000,2,2,1,31,0,67648,3039,0
764,110000,2,2,2,33,1,0,0,1
765,500000,1,3,1,39,0,315201,25000,0
766,490000,2,1,1,38,-1,4290,4738,0
767,150000,1,3,1,37,4,151117,6500,1
768,80000,2,3,1,57,-1,726,0,0
769,40000,2,2,2,23,0,20035,2000,0
770,30000,1,2,2,32,1,29095,2500,0
771,50000,1,1,1,37,0,30400,500,0
772,140000,2,2,2,23,0,44733,2100,0
773,50000,2,3,2,49,0,4987,2000,0
774,40000,2,1,2,29,0,26461,3400,1
775,100000,2,3,1,43,2,50485,2200,1
776,130000,1,2,2,29,0,131041,7000,0
777,20000,2,2,2,27,0,20218,1482,0
778,30000,2,3,2,52,2,2450,0,1
779,10000,2,2,1,31,0,15915,2330,0
780,200000,1,1,2,32,0,43515,1739,0
781,30000,2,2,1,46,0,28234,1484,0
782,180000,2,2,2,35,0,119333,6000,0
783,100000,1,1,2,35,0,29109,0,0
784,140000,2,2,1,39,0,105192,3000,0
785,290000,2,2,2,34,0,310403,12012,0
786,80000,2,3,1,40,0,35660,2000,0
787,180000,1,1,1,45,-1,4453,3310,0
788,20000,2,3,1,40,-1,2946,0,0
789,30000,2,2,1,25,0,30606,1800,0
790,150000,1,1,2,33,0,45335,6000,0
791,280000,2,2,2,27,-1,5924,5174,0
792,50000,2,2,1,43,0,23587,1800,0
793,20000,2,2,1,43,2,15294,1300,0
794,200000,1,1,2,30,-1,4935,0,0
795,210000,2,2,1,49,1,0,0,1
796,230000,2,1,2,38,0,224020,8750,0
797,50000,1,3,2,57,0,47917,1988,0
798,50000,1,3,2,55,0,51737,2930,1
799,70000,2,2,2,23,0,49605,3000,0
800,180000,2,2,1,30,-1,2488,13476,0
801,90000,2,2,2,24,0,24401,1454,0
802,390000,1,2,2,28,0,149445,8046,0
803,150000,2,3,1,34,-1,772,340,0
804,400000,1,2,2,37,1,13611,3019,0
805,80000,2,2,1,32,0,28408,1259,0
806,320000,1,1,2,27,0,137574,6048,0
807,240000,2,2,1,37,-1,238,0,1
808,170000,2,1,2,28,2,131864,5600,1
809,200000,1,1,1,36,-1,3877,11496,0
810,140000,2,1,1,36,-1,4036,0,0
811,220000,1,2,2,25,0,168286,10000,0
812,100000,1,3,1,50,0,154970,0,0
813,80000,2,2,2,40,2,57364,2200,0
814,30000,2,2,2,27,-1,27772,3136,0
815,50000,1,1,2,30,2,4187,2300,1
816,120000,2,2,2,26,0,22431,1500,0
817,50000,1,1,2,27,0,7010,3000,0
818,360000,2,1,2,27,0,79837,27465,0
819,90000,2,1,2,25,2,86014,8300,0
820,500000,1,1,2,32,-1,386405,25016,0
821,140000,2,3,1,46,0,68075,3000,0
822,30000,1,3,1,45,0,17187,7900,0
823,70000,1,3,1,30,0,19882,1352,0
824,350000,1,1,1,48,0,54969,2087,0
825,120000,1,1,2,32,1,0,0,1
826,240000,1,1,2,46,0,471814,16044,0
827,90000,2,1,2,23,0,22109,6000,0
828,260000,2,1,2,33,1,0,0,0
829,50000,2,1,2,24,0,27245,1800,0
830,110000,1,1,1,40,0,8481,4980,0
831,20000,2,1,2,24,-1,1371,796,0
832,30000,2,2,2,24,0,27391,1767,0
833,20000,1,2,1,46,0,5902,1122,0
834,50000,2,2,2,22,0,50342,1896,0
835,260000,2,2,2,24,0,68411,2500,0
836,320000,1,1,1,60,-1,9955,3465,1
837,160000,2,2,2,29,2,1989,0,1
838,30000,1,2,2,32,2,7851,1500,1
839,50000,2,2,1,36,0,16906,1314,0
840,50000,1,2,2,30,0,21062,2000,0
841,90000,2,2,2,29,0,47585,10000,0
842,240000,1,1,2,34,1,11874,0,0
843,180000,2,2,1,32,1,15548,0,1
844,200000,2,2,1,32,-1,5150,10190,0
845,50000,2,1,2,25,0,42543,1900,0
846,50000,1,2,1,44,-1,1261,1261,0
847,330000,2,1,1,37,-1,4785,3523,0
848,80000,2,2,2,24,2,1200,0,1
849,360000,2,1,2,29,0,15854,1000,0
850,240000,2,2,1,37,0,219099,8131,0
851,50000,1,2,1,59,0,47069,2169,0
852,470000,1,2,2,33,0,190258,40012,0
853,160000,2,3,1,51,-1,2000,0,0
854,30000,1,1,1,27,-1,12897,2011,1
855,80000,2,2,1,32,0,81074,3700,0
856,180000,1,2,2,39,-1,3135,2833,0
857,110000,2,2,1,46,-1,2410,2151,0
858,160000,1,1,1,41,0,117126,15315,0
859,210000,2,2,2,30,0,21780,1325,0
860,200000,2,1,1,34,-1,6206,1120,1
861,350000,1,1,2,35,-1,4439,33891,0
862,250000,1,1,2,41,-1,1338,0,1
863,380000,1,1,2,43,1,8201,39,1
864,30000,1,2,2,47,-1,396,396,0
865,200000,1,2,2,31,0,33781,3000,0
866,30000,1,2,2,30,-1,27826,1600,0
867,50000,1,2,2,24,0,14937,3027,0
868,500000,1,1,1,36,0,294827,20007,0
869,30000,1,1,2,28,1,0,0,0
870,220000,2,1,1,36,-1,996,4102,0
871,20000,2,2,1,27,0,42784,3000,0
872,180000,2,2,1,32,0,74189,2000,0
873,300000,1,1,1,42,-1,11973,20979,1
874,130000,2,2,1,33,0,133461,7010,0
875,180000,2,3,1,39,2,10159,2710,1
876,140000,1,2,1,30,0,134203,5000,1
877,50000,2,2,2,22,0,49609,2100,0
878,20000,1,2,2,25,1,6174,2000,1
879,180000,1,1,2,28,-1,666,662,0
880,180000,1,2,2,26,0,5591,1126,1
881,150000,2,3,1,54,-1,148747,5500,0
882,70000,2,1,2,24,0,63903,3000,0
883,30000,1,2,2,29,8,34423,0,0
884,60000,1,3,1,49,0,44801,3000,0
885,130000,1,3,2,43,1,1018,6433,1
886,360000,2,2,2,25,2,286732,10792,0
887,50000,1,3,1,54,1,62847,2100,0
888,50000,2,3,1,39,0,58300,7876,0
889,260000,2,1,1,44,-1,1215,0,1
890,80000,2,2,2,27,0,57376,2200,0
891,360000,2,1,2,25,0,279846,7004,1
892,290000,2,1,2,29,1,0,0,1
893,140000,1,1,1,45,0,39716,1600,0
894,360000,1,1,1,38,1,0,0,1
895,50000,2,2,2,23,-1,780,0,1
896,120000,1,2,2,25,2,113348,0,0
897,100000,1,2,1,29,0,94453,3320,0
898,200000,2,2,1,28,0,81865,5000,0
899,90000,2,2,1,40,-1,4989,0,0
900,360000,1,1,2,36,1,0,0,1
901,140000,1,1,2,29,-1,2937,2024,0
902,200000,2,2,2,36,-1,1371,4077,0
903,170000,2,2,1,37,0,166246,6700,0
904,30000,1,2,2,34,0,19785,5500,0
905,80000,2,1,2,27,0,80000,0,0
906,280000,1,1,2,31,0,164736,8833,0
907,410000,2,1,1,31,-1,2744,2051,0
908,450000,1,1,2,38,-1,29747,30323,0
909,80000,1,2,2,36,0,79148,2000,0
910,360000,1,1,1,46,0,92961,10125,0
911,130000,2,1,1,36,0,129689,5000,0
912,160000,2,1,2,26,0,2198,9155,1
913,140000,2,3,2,57,2,131795,6743,1
914,240000,2,3,1,40,1,-55,0,0
915,180000,2,3,0,45,-1,4148,0,0
916,150000,2,2,2,25,0,142827,5000,0
917,200000,2,1,1,35,-1,9918,1219,0
918,180000,1,1,1,38,0,153099,7005,0
919,300000,1,2,2,31,0,62198,1600,0
920,450000,2,1,2,41,-1,11343,75459,0
921,200000,1,1,2,33,1,-5,3470,0
922,30000,2,2,1,67,2,30374,0,1
923,400000,2,1,1,40,-1,1107,3891,0
924,170000,1,1,2,33,-1,764,1105,0
925,140000,2,1,2,31,-1,652,0,1
926,200000,2,2,2,35,0,64195,3000,0
927,60000,1,2,2,27,1,43356,0,1
928,150000,1,1,2,23,0,11109,78016,0
929,180000,1,3,1,54,0,149698,4834,1
930,50000,2,3,2,23,0,43979,2000,0
931,50000,1,3,2,24,-1,2562,8769,0
932,20000,1,2,2,26,-1,70,0,0
933,230000,2,2,2,52,2,1292,3951,1
934,110000,2,2,1,42,0,55349,2096,0
935,90000,2,1,2,36,0,90922,4273,0
936,20000,2,1,2,22,2,16233,5383,1
937,30000,2,1,2,23,0,26847,2500,0
938,220000,1,3,1,30,0,162105,10000,1
939,140000,2,3,2,24,1,42897,3821,1
940,100000,1,2,1,49,0,34704,2011,0
941,110000,1,2,2,31,2,279,0,0
942,270000,2,3,2,33,0,10000,10000,0
943,30000,1,1,1,42,0,28033,1525,0
944,70000,1,3,2,41,0,70476,2700,0
945,230000,1,2,1,53,2,1350,0,0
946,20000,1,2,2,23,0,18852,1500,0
947,190000,2,1,2,33,1,115056,0,0
948,20000,2,2,1,29,0,15890,2000,0
949,80000,2,3,1,67,0,20255,6000,0
950,20000,1,3,1,33,2,20500,2191,1
951,60000,2,3,1,34,0,9928,1500,1
952,50000,1,2,1,49,0,10750,1507,0
953,280000,2,2,1,56,0,284204,10261,1
954,300000,1,1,1,42,0,120151,4229,0
955,30000,2,3,1,55,2,29278,1600,1
956,270000,2,2,1,25,0,21586,239104,0
957,100000,1,3,2,30,0,87579,4172,0
958,240000,1,2,2,43,-1,291,291,1
959,200000,1,1,2,40,-1,2159,1086,0
960,110000,2,1,2,35,0,32691,4500,0
961,230000,1,1,1,61,-1,1477,3710,0
962,150000,2,2,1,44,-1,390,5104,1
963,350000,1,1,2,33,-1,148341,8405,0
964,150000,2,2,2,40,1,-19,3913,0
965,100000,1,3,2,47,0,94925,3889,0
966,500000,1,1,2,27,0,204198,7434,0
967,500000,1,1,2,35,-1,172041,58761,0
968,180000,2,3,1,47,-1,316,316,0
969,400000,2,3,1,39,1,2384,3603,0
970,100000,2,2,2,29,0,61383,1908,0
971,10000,1,2,1,32,1,8425,0,0
972,60000,2,1,2,30,2,34735,0,0
973,50000,2,1,2,25,1,47054,2000,1
974,80000,2,2,2,23,-1,57314,2145,0
975,110000,2,2,1,43,0,108616,9600,0
976,410000,2,2,1,41,0,354506,14600,1
977,260000,2,2,1,40,1,0,342,0
978,30000,2,3,1,35,0,28786,1500,0
979,310000,2,1,2,28,0,36513,2500,0
980,70000,2,2,2,38,0,22578,1397,0
981,250000,1,1,2,31,0,215316,6845,0
982,210000,1,3,1,29,1,198510,0,0
983,360000,1,2,1,41,1,0,0,1
984,50000,1,2,2,31,1,48657,0,0
985,670000,1,1,2,29,0,244663,10000,0
986,130000,1,1,2,26,-1,2343,32322,0
987,170000,1,1,1,42,1,0,0,0
988,30000,1,3,2,29,-1,390,0,0
989,110000,1,1,1,50,0,36802,2000,0
990,210000,2,3,2,46,1,5816,13,1
991,30000,2,2,2,24,0,24238,3462,1
992,260000,2,2,1,46,0,18256,2934,0
993,20000,2,2,1,35,1,18648,0,1
994,380000,2,1,1,40,-1,6614,49094,0
995,120000,2,2,1,47,-1,1188,2512,0
996,80000,1,2,1,54,0,76962,4000,1
997,30000,2,2,2,33,1,31089,0,0
998,110000,1,2,2,29,1,83687,3900,0
999,50000,2,3,1,44,-1,3424,155,0
1000,90000,2,2,1,24,0,84148,5006,0
1001,110000,1,1,2,33,0,12633,80004,0
1002,50000,1,3,1,54,0,38607,2000,0
1003,150000,2,2,2,37,0,80463,3348,1
1004,20000,1,1,2,24,1,18738,20,0
1005,140000,2,3,1,54,1,-150,0,1
1006,120000,2,2,1,34,1,-9,907,0
1007,200000,2,2,2,40,2,176502,8000,1
1008,20000,1,2,2,30,1,19977,2000,1
1009,50000,1,2,2,26,0,48221,2571,0
1010,200000,2,2,1,41,0,18012,1385,0
1011,300000,1,1,1,38,-1,2285,0,0
1012,500000,2,1,2,35,-1,22369,14128,0
1013,360000,2,2,1,52,-1,2995,2406,0
1014,160000,2,1,2,29,1,0,0,0
1015,50000,2,2,2,23,0,47053,1842,1
1016,230000,2,2,1,34,0,234328,8913,1
1017,200000,2,2,2,34,1,0,3346,0
1018,270000,1,1,1,44,3,256402,17944,0
1019,50000,2,2,1,36,2,45159,4700,0
1020,20000,1,2,2,28,1,15764,500,0
1021,60000,2,2,2,31,0,59643,3200,0
1022,50000,1,2,2,31,-1,2522,0,0
1023,50000,1,2,1,41,0,19339,1703,0
1024,130000,2,3,1,44,0,109006,4500,0
1025,230000,2,3,2,47,0,147300,10000,0
1026,20000,1,2,2,25,0,3400,1000,0
1027,30000,2,1,2,25,0,19801,3000,0
1028,200000,2,1,1,39,-1,8432,3746,0
1029,140000,2,2,1,24,-1,2515,0,0
1030,100000,2,2,1,35,2,98845,4600,1
1031,240000,1,2,1,32,2,127418,10400,1
1032,70000,2,1,2,31,2,2400,0,1
1033,360000,1,1,2,33,1,71195,0,0
1034,140000,2,1,2,30,1,149389,0,0
1035,50000,1,2,1,52,-1,2072,0,0
1036,210000,2,2,1,36,-1,396,590,0
1037,280000,1,1,2,30,1,191493,1000,0
1038,180000,2,2,2,42,2,50420,2500,1
1039,150000,2,1,2,30,-1,10705,1000,0
1040,20000,1,3,1,47,1,19739,0,0
1041,350000,2,2,1,29,-1,8760,5932,0
1042,130000,2,1,2,23,-1,3820,2640,0
1043,470000,1,3,1,39,1,0,0,0
1044,340000,2,2,1,48,-1,4052,0,0
1045,80000,1,2,2,26,1,77389,0,0
1046,70000,1,1,2,33,0,70524,2500,0
1047,180000,2,2,1,36,0,21494,5000,0
1048,210000,2,2,1,39,0,26749,14000,0
1049,20000,1,2,2,24,-1,780,0,0
1050,140000,2,2,2,25,2,137606,6000,0
1051,200000,1,1,2,52,0,115702,5517,0
1052,50000,2,3,1,59,0,47822,2009,0
1053,80000,2,1,2,23,-1,3526,6687,0
1054,30000,2,3,2,48,0,1445,2000,0
1055,140000,2,1,2,28,0,9305,4800,1
1056,80000,1,3,1,62,-1,1262,1642,0
1057,220000,2,3,1,38,-1,20000,3450,0
1058,180000,2,1,2,32,-1,666,666,0
1059,140000,2,2,1,29,0,81764,20167,1
1060,180000,1,2,2,25,2,10022,3000,1
1061,50000,2,2,2,35,0,14536,1700,0
1062,170000,2,2,2,27,0,97474,2932,0
1063,50000,1,2,2,38,0,50958,2042,0
1064,50000,1,2,2,24,0,49144,1500,0
1065,300000,1,2,1,29,-1,1874,0,0
1066,390000,2,1,2,27,2,386301,17000,0
1067,90000,2,2,1,55,2,81998,4003,1
1068,200000,2,1,2,29,0,194241,12000,0
1069,460000,1,1,2,29,0,410033,16088,0
1070,10000,1,2,2,23,0,3714,1104,0
1071,20000,1,2,1,30,-1,1261,2835,1
1072,50000,2,2,1,50,-1,1232,1846,0
1073,480000,2,2,1,38,0,90258,30000,0
1074,180000,2,1,2,24,0,169263,8000,0
1075,240000,2,1,2,29,0,3093,2000,0
1076,270000,2,2,2,34,-1,381,3406,1
1077,200000,1,1,1,37,0,123337,11202,0
1078,100000,2,3,1,66,0,100036,4702,0
1079,80000,2,2,1,45,0,81841,4100,0
1080,130000,1,2,1,44,-1,29547,0,0
1081,340000,2,3,2,44,0,142836,7000,1
1082,120000,2,3,1,40,0,108300,5000,0
1083,120000,1,1,2,29,0,30101,2000,0
1084,300000,2,1,2,48,0,247279,10005,0
1085,60000,2,2,2,23,2,2516,0,0
1086,210000,2,2,1,50,0,106724,4037,0
1087,210000,2,2,1,29,0,209807,5088,1
1088,70000,2,3,1,49,2,21024,1400,1
1089,200000,1,2,1,33,0,50612,10023,0
1090,230000,2,2,1,51,0,51802,3000,1
1091,20000,1,3,1,23,-1,3675,19316,1
1092,210000,2,1,1,37,0,211749,7000,0
1093,160000,2,3,2,26,-1,390,390,0
1094,290000,2,1,1,30,-1,1312,1318,1
1095,80000,2,3,1,26,0,63677,2000,0
1096,360000,1,1,2,43,-1,4134,2134,0
1097,230000,1,1,2,32,0,164634,7326,0
1098,340000,2,1,1,30,0,351828,30076,0
1099,50000,2,1,2,22,0,8537,1200,0
1100,80000,1,2,2,38,0,89394,5000,0
1101,50000,2,2,2,24,0,97043,2000,0
1102,30000,2,1,2,24,-1,3019,1479,0
1103,210000,1,1,2,26,-1,1360,0,0
1104,150000,2,2,1,42,-1,3260,2270,1
1105,20000,1,2,2,21,0,20297,1240,0
1106,20000,1,3,2,22,0,19624,1000,1
1107,240000,2,3,1,41,-1,5325,5,0
1108,90000,2,2,1,23,0,12770,2500,1
1109,50000,1,3,2,46,0,50131,1388,0
1110,50000,2,2,2,22,0,50834,2200,1
1111,680000,1,1,2,37,0,18314,2700,0
1112,50000,1,1,1,47,0,45717,3000,0
1113,100000,2,2,1,40,-1,326,326,0
1114,280000,2,1,2,30,0,270276,11000,0
1115,30000,1,2,2,54,0,26278,1700,1
1116,50000,1,2,2,27,2,23901,4146,1
1117,60000,1,1,1,33,-1,8308,7565,0
1118,120000,1,2,1,57,0,118709,5000,1
1119,80000,2,2,1,35,-1,2890,9796,0
1120,500000,1,1,1,45,-1,140,94,0
1121,70000,2,3,1,32,2,18317,0,0
1122,100000,2,3,1,50,2,110537,0,1
1123,10000,1,3,2,35,0,7877,1174,0
1124,90000,1,1,2,26,-1,10750,100,0
1125,170000,1,1,1,39,2,74298,7000,1
1126,90000,2,2,2,35,-1,2667,2667,0
1127,180000,2,3,2,42,0,67414,10000,0
1128,350000,2,1,1,52,2,2400,0,1
1129,270000,1,2,2,35,0,225400,9000,0
1130,200000,2,1,2,29,0,65935,1011,1
1131,20000,2,1,2,22,0,15829,1600,0
1132,100000,1,2,2,30,0,44953,3000,0
1133,290000,1,1,1,46,0,194301,10744,0
1134,70000,1,3,2,28,1,68970,0,0
1135,180000,2,1,2,28,-1,950,4369,0
1136,210000,1,1,2,33,-1,291,291,0
1137,50000,1,1,2,24,2,49946,0,0
1138,150000,1,1,2,37,0,45000,3000,0
1139,380000,1,2,1,50,0,385662,12020,1
1140,50000,1,2,1,44,0,45335,1524,0
1141,150000,2,3,1,43,-1,264,1000,1
1142,220000,1,2,2,29,0,122286,5008,0
1143,220000,2,2,1,32,0,194961,7200,0
1144,70000,2,2,2,34,1,24208,1500,0
1145,120000,1,2,2,37,-1,16241,1000,1
1146,180000,2,2,2,32,0,20730,1582,0
1147,50000,2,3,1,57,0,49017,2500,0
1148,370000,2,1,1,53,-1,21160,8162,0
1149,20000,2,1,2,26,-1,10658,1072,0
1150,150000,1,2,1,34,0,132214,4414,0
1151,20000,1,1,2,26,-1,416,416,1
1152,50000,1,3,2,26,0,25060,2000,0
1153,170000,1,2,2,31,0,24581,1728,0
1154,200000,2,1,2,31,0,38635,3031,0
1155,360000,1,1,2,34,1,0,0,0
1156,440000,2,2,2,26,0,96190,3513,0
1157,500000,1,2,1,43,0,12200,1518,0
1158,230000,2,2,1,29,0,64982,3000,0
1159,20000,2,3,1,48,1,14589,2700,1
1160,210000,2,2,2,24,0,108491,5800,0
1161,20000,2,1,2,23,0,6733,0,0
1162,20000,2,3,1,53,0,12197,1600,0
1163,200000,2,2,1,34,1,-2,760,0
1164,250000,2,2,2,36,0,6220,27225,1
1165,300000,1,2,2,41,0,34480,1472,0
1166,320000,2,1,2,30,0,113801,5017,0
1167,50000,1,2,2,29,1,37170,0,0
1168,80000,2,1,2,29,0,16936,1303,1
1169,70000,1,2,1,37,-1,10323,0,1
1170,60000,1,3,2,36,3,56807,0,0
1171,10000,2,3,2,22,0,10012,2452,1
1172,50000,2,3,2,30,0,50332,4210,0
1173,140000,1,2,2,26,2,133572,6169,1
1174,30000,1,2,2,25,0,7160,1300,0
1175,190000,1,2,1,49,-1,435,435,0
1176,70000,2,1,2,23,-1,853,3128,0
1177,330000,2,2,1,28,-1,390,0,0
1178,110000,2,2,2,24,0,6470,2654,0
1179,270000,1,3,1,47,0,165303,6200,0
1180,160000,1,2,1,31,3,26295,1500,1
1181,20000,1,2,2,24,3,18937,0,0
1182,320000,1,2,2,32,0,21460,3000,0
1183,430000,1,1,2,31,0,29860,10000,0
1184,50000,2,1,1,37,2,8014,1200,0
1185,140000,1,2,1,48,-1,1600,5012,1
1186,80000,1,3,1,45,0,26637,1490,0
1187,390000,2,1,1,34,1,0,0,0
1188,250000,2,1,1,43,-1,17454,24890,0
1189,100000,2,1,1,35,0,57612,2134,0
1190,360000,2,1,1,42,0,179851,10005,0
1191,140000,1,1,2,36,1,-5,1140,0
1192,110000,1,2,1,51,0,45964,2000,0
1193,170000,1,3,1,48,2,316,316,0
1194,170000,1,2,1,48,0,137823,5396,0
1195,180000,2,2,2,25,0,4745,1257,0
1196,140000,1,2,1,41,0,109326,5600,0
1197,20000,2,2,1,49,0,13882,2018,0
1198,50000,2,2,2,28,0,48072,2518,0
1199,160000,2,2,1,38,1,0,0,1
1200,60000,2,3,2,32,0,62552,1500,0
1201,70000,2,2,2,26,2,42583,2000,1
1202,290000,2,1,2,31,-1,632,0,0
1203,80000,2,1,2,23,0,8766,1600,0
1204,50000,2,3,1,53,1,0,0,1
1205,200000,2,3,2,49,-1,7697,20071,0
